botid, date, time, press, chl, 
#, mmddyy, hhmmss, dbar, ug/l, 
1790201221, 031006, 131153,    5.7,   0.11,
1790201220, 031006, 131146,    5.4,   0.11,
1790201219, 031006, 131004,   25.0,   0.12,
1790201218, 031006, 130957,   24.5,   0.12,
1790201217, 031006, 130949,   24.5,   0.13,
1790201216, 031006, 130817,   46.5,   0.11,
1790201215, 031006, 130810,   46.3,   0.11,
1790201214, 031006, 130803,   46.2,   0.11,
1790201213, 031006, 130642,   76.0,   0.12,
1790201212, 031006, 130635,   75.5,   0.12,
1790201211, 031006, 130627,   75.5,   0.12,
1790201210, 031006, 130518,  100.4,   0.21,
1790201209, 031006, 130511,  100.0,   0.21,
1790201208, 031006, 130505,   99.7,   0.21,
1790201207, 031006, 130353,  123.9,   0.30,
1790201206, 031006, 130346,  123.1,   0.26,
1790201205, 031006, 130340,  123.1,   0.25,
1790201204, 031006, 130218,  150.0,   0.15,
1790201203, 031006, 130033,  173.6,   0.03,
1800200721, 040206, 074536,   10.3,   0.12,
1800200719, 040206, 074250,   25.5,   0.12,
1800200717, 040206, 074101,   43.1,   0.13,
1800200716, 040206, 073942,   60.7,   0.19,
1800200714, 040206, 073756,   75.9,   0.26,
1800200713, 040206, 073649,   85.6,   0.30,
1800200711, 040206, 073512,  101.9,   0.30,
1800200710, 040206, 073336,  114.4,   0.30,
1800200708, 040206, 073201,  126.7,   0.21,
1800200707, 040206, 073041,  132.6,   0.17,
1800200705, 040206, 072911,  150.2,   0.13,
1800200703, 040206, 072731,  169.6,   0.07,
1800200922, 040206, 130257,    6.6,   0.11,
1800200921, 040206, 130251,    6.4,   0.11,
1800200920, 040206, 130244,    6.2,   0.11,
1800200919, 040206, 130003,   25.2,   0.12,
1800200918, 040206, 125956,   25.3,   0.10,
1800200917, 040206, 125949,   25.5,   0.11,
1800200916, 040206, 125813,   45.2,   0.12,
1800200915, 040206, 125806,   45.4,   0.12,
1800200914, 040206, 125800,   45.0,   0.13,
1800200913, 040206, 125609,   75.7,   0.28,
1800200912, 040206, 125601,   75.7,   0.30,
1800200911, 040206, 125554,   75.6,   0.29,
1800200910, 040206, 125409,  100.3,   0.32,
1800200909, 040206, 125402,  100.5,   0.31,
1800200908, 040206, 125353,  100.5,   0.31,
1800200907, 040206, 125224,  124.5,   0.16,
1800200906, 040206, 125214,  124.4,   0.16,
1800200905, 040206, 125204,  124.3,   0.16,
1800200904, 040206, 125035,  149.7,   0.06,
1800200903, 040206, 124844,  176.3,   0.04,
1810200819, 052706, 071522,   25.0,   0.07,
1810200817, 052706, 071321,   45.0,   0.08,
1810200816, 052706, 071200,   59.8,   0.11,
1810200814, 052706, 071034,   74.3,   0.13,
1810200813, 052706, 070910,   85.7,   0.30,
1810200811, 052706, 070723,  101.1,   0.21,
1810200810, 052706, 070545,  114.2,   0.30,
1810200808, 052706, 070420,  124.7,   0.22,
1810200807, 052706, 070226,  134.8,   0.18,
1810200805, 052706, 070010,  150.2,   0.11,
1810200803, 052706, 065726,  175.8,   0.07,
1810201024, 052706, 131104,    7.5,   0.07,
1810201023, 052706, 131057,    7.2,   0.07,
1810201022, 052706, 131051,    7.3,   0.07,
1810201021, 052706, 130814,   26.6,   0.06,
1810201020, 052706, 130807,   26.2,   0.06,
1810201019, 052706, 130801,   26.5,   0.06,
1810201018, 052706, 130635,   46.3,   0.08,
1810201017, 052706, 130627,   46.3,   0.09,
1810201016, 052706, 130621,   46.4,   0.08,
1810201015, 052706, 130504,   75.9,   0.14,
1810201014, 052706, 130457,   75.5,   0.13,
1810201013, 052706, 130451,   76.3,   0.14,
1810201012, 052706, 130335,  101.4,   0.27,
1810201011, 052706, 130327,  101.3,   0.25,
1810201010, 052706, 130321,  101.2,   0.27,
1810201009, 052706, 130159,  124.3,   0.20,
1810201008, 052706, 130149,  124.4,   0.22,
1810201007, 052706, 130139,  124.6,   0.22,
1810201006, 052706, 125950,  150.4,   0.10,
1810201005, 052706, 125745,  176.2,   0.03,
1810201511, 052806, 035714,   95.6,   0.43,
1820200721, 061406, 070830,    8.1,   0.05,
1820200719, 061406, 070605,   24.9,   0.06,
1820200717, 061406, 070422,   45.6,   0.07,
1820200716, 061406, 070225,   59.3,   0.08,
1820200714, 061406, 070036,   74.6,   0.11,
1820200713, 061406, 065908,   85.0,   0.13,
1820200710, 061406, 065524,  115.1,   0.23,
1820200708, 061406, 065341,  125.1,   0.21,
1820200707, 061406, 065200,  135.3,   0.18,
1820200705, 061406, 064951,  149.5,   0.15,
1820200703, 061406, 064730,  175.4,   0.05,
1820200824, 061406, 153329,    7.9,   0.06,
1820200823, 061406, 153323,    8.1,   0.06,
1820200822, 061406, 153316,    8.2,   0.07,
1820200821, 061406, 152918,   25.2,   0.06,
1820200820, 061406, 152911,   25.2,   0.06,
1820200819, 061406, 152904,   25.0,   0.06,
1820200818, 061406, 152743,   46.0,   0.09,
1820200817, 061406, 152736,   46.0,   0.08,
1820200816, 061406, 152730,   46.0,   0.07,
1820200815, 061406, 152557,   76.1,   0.10,
1820200814, 061406, 152551,   76.1,   0.10,
1820200813, 061406, 152544,   76.1,   0.11,
1820200812, 061406, 152403,  101.2,   0.14,
1820200811, 061406, 152356,  100.8,   0.15,
1820200810, 061406, 152349,  100.9,   0.15,
1820200809, 061406, 152220,  125.0,   0.21,
1820200808, 061406, 152213,  125.4,   0.23,
1820200807, 061406, 152205,  124.9,   0.20,
1820200806, 061406, 152039,  150.9,   0.11,
1820200805, 061406, 151919,  176.6,   0.04,
1830200821, 071306, 073259,    7.3,   0.06,
1830200819, 071306, 072958,   24.1,   0.07,
1830200817, 071306, 072756,   43.9,   0.08,
1830200816, 071306, 072613,   60.0,   0.15,
1830200814, 071306, 072356,   75.0,   0.21,
1830200813, 071306, 072221,   84.7,   0.22,
1830200811, 071306, 072041,   99.8,   0.22,
1830200810, 071306, 071847,  115.8,   0.21,
1830200808, 071306, 071716,  124.9,   0.16,
1830200807, 071306, 071546,  134.2,   0.14,
1830200805, 071306, 071406,  149.7,   0.07,
1830200803, 071306, 071215,  174.8,   0.05,
1830201024, 071306, 132427,    6.2,   0.07,
1830201023, 071306, 132421,    6.7,   0.07,
1830201022, 071306, 132414,    6.9,   0.06,
1830201021, 071306, 132107,   26.3,   0.07,
1830201020, 071306, 132101,   26.3,   0.07,
1830201018, 071306, 131852,   45.5,   0.06,
1830201017, 071306, 131846,   45.6,   0.07,
1830201016, 071306, 131839,   45.4,   0.08,
1830201015, 071306, 131647,   74.9,   0.13,
1830201014, 071306, 131641,   74.6,   0.13,
1830201013, 071306, 131634,   75.0,   0.13,
1830201012, 071306, 131424,  100.8,   0.22,
1830201011, 071306, 131418,  100.7,   0.21,
1830201010, 071306, 131411,  100.7,   0.22,
1830201009, 071306, 131212,  125.4,   0.07,
1830201008, 071306, 131206,  125.3,   0.08,
1830201007, 071306, 131159,  125.5,   0.07,
1830201006, 071306, 130929,  149.8,   0.04,
1830201005, 071306, 130714,  174.5,   0.03,
1840200819, 080906, 071359,   24.4,   0.06,
1840200817, 080906, 071150,   45.6,   0.16,
1840200816, 080906, 070959,   60.3,   0.24,
1840200814, 080906, 070700,   74.2,   0.31,
1840200813, 080906, 070515,   84.9,   0.26,
1840200811, 080906, 070310,  100.8,   0.17,
1840200810, 080906, 070126,  114.5,   0.12,
1840200808, 080906, 065911,  124.4,   0.09,
1840200807, 080906, 065716,  135.6,   0.07,
1840200805, 080906, 065400,  149.4,   0.05,
1840200803, 080906, 065125,  173.9,   0.03,
1840201024, 080906, 131102,    8.0,   0.06,
1840201023, 080906, 131055,    8.3,   0.06,
1840201022, 080906, 131048,    8.4,   0.07,
1840201021, 080906, 130806,   25.1,   0.06,
1840201020, 080906, 130800,   25.1,   0.06,
1840201019, 080906, 130753,   25.1,   0.06,
1840201018, 080906, 130617,   44.8,   0.13,
1840201017, 080906, 130611,   45.0,   0.12,
1840201016, 080906, 130604,   45.0,   0.12,
1840201015, 080906, 130420,   75.4,   0.23,
1840201014, 080906, 130414,   75.6,   0.22,
1840201013, 080906, 130406,   75.3,   0.21,
1840201012, 080906, 130223,  101.4,   0.26,
1840201011, 080906, 130216,  101.5,   0.23,
1840201010, 080906, 130209,  101.3,   0.29,
1840201009, 080906, 130042,  125.5,   0.09,
1840201008, 080906, 130035,  125.6,   0.10,
1840201007, 080906, 130029,  125.7,   0.09,
1840201006, 080906, 125849,  150.1,   0.03,
1840201005, 080906, 125637,  175.1,   0.03,
1850200721, 091606, 065426,    5.2,   0.07,
1850200719, 091606, 065254,   25.4,   0.07,
1850200717, 091606, 065117,   45.8,   0.09,
1850200716, 091606, 064946,   60.3,   0.12,
1850200714, 091606, 064821,   75.2,   0.15,
1850200713, 091606, 064644,   85.8,   0.15,
1850200711, 091606, 064508,  100.7,   0.14,
1850200710, 091606, 064345,  116.3,   0.25,
1850200708, 091606, 064204,  124.5,   0.18,
1850200707, 091606, 064034,  135.0,   0.10,
1850200705, 091606, 063905,  152.6,   0.04,
1850200703, 091606, 063654,  174.2,   0.02,
1850200922, 091606, 125643,    6.4,   0.06,
1850200921, 091606, 125634,    6.4,   0.07,
1850200920, 091606, 125620,    6.3,   0.07,
1850200919, 091606, 125459,   26.3,   0.07,
1850200918, 091606, 125447,   26.3,   0.07,
1850200917, 091606, 125435,   26.3,   0.07,
1850200916, 091606, 125303,   46.2,   0.08,
1850200915, 091606, 125254,   46.2,   0.09,
1850200914, 091606, 125242,   46.1,   0.09,
1850200913, 091606, 124953,   75.5,   0.15,
1850200912, 091606, 124944,   75.5,   0.14,
1850200911, 091606, 124927,   75.6,   0.13,
1850200910, 091606, 124746,  100.6,   0.19,
1850200909, 091606, 124738,  100.8,   0.20,
1850200908, 091606, 124725,  100.8,   0.20,
1850200907, 091606, 124600,  125.3,   0.19,
1850200906, 091606, 124552,  125.3,   0.21,
1850200905, 091606, 124537,  125.3,   0.19,
1850200904, 091606, 124409,  150.4,   0.05,
1850200903, 091606, 124235,  175.7,   0.02,
1860201621, 102106, 071217,    6.5,   0.07,
1860201619, 102106, 071027,   23.8,   0.08,
1860201617, 102106, 070813,   45.2,   0.11,
1860201616, 102106, 070607,   59.6,   0.14,
1860201614, 102106, 070407,   75.3,   0.16,
1860201613, 102106, 070123,   85.8,   0.18,
1860201611, 102106, 065937,   99.0,   0.26,
1860201610, 102106, 065743,  114.0,   0.23,
1860201608, 102106, 065528,  123.4,   0.17,
1860201607, 102106, 065353,  133.4,   0.15,
1860201605, 102106, 065157,  151.8,   0.06,
1860201603, 102106, 064859,  173.9,   0.03,
1860201822, 102106, 130038,    8.8,   0.09,
1860201821, 102106, 130032,    8.7,   0.08,
1860201820, 102106, 130025,    8.7,   0.09,
1860201819, 102106, 125800,   25.6,   0.09,
1860201818, 102106, 125749,   25.3,   0.08,
1860201817, 102106, 125740,   25.3,   0.08,
1860201816, 102106, 125545,   45.1,   0.11,
1860201815, 102106, 125536,   45.1,   0.10,
1860201814, 102106, 125526,   45.1,   0.10,
1860201813, 102106, 125350,   74.4,   0.15,
1860201812, 102106, 125341,   73.6,   0.15,
1860201811, 102106, 125331,   74.5,   0.15,
1860201810, 102106, 125100,  101.2,   0.24,
1860201809, 102106, 125051,  101.0,   0.25,
1860201808, 102106, 125040,  101.4,   0.25,
1860201807, 102106, 124900,  126.0,   0.15,
1860201806, 102106, 124850,  126.0,   0.15,
1860201805, 102106, 124840,  126.0,   0.15,
1860201804, 102106, 124650,  151.6,   0.10,
1860201803, 102106, 124511,  173.6,   0.03,
1870200721, 110906, 072742,    6.9,   0.07,
1870200719, 110906, 072437,   25.5,   0.07,
1870200717, 110906, 072232,   44.8,   0.09,
1870200716, 110906, 072108,   60.2,   0.10,
1870200714, 110906, 071937,   74.4,   0.19,
1870200713, 110906, 071817,   85.9,   0.24,
1870200711, 110906, 071642,  100.7,   0.24,
1870200710, 110906, 071517,  114.7,   0.16,
1870200708, 110906, 071353,  124.6,   0.14,
1870200707, 110906, 071222,  134.3,   0.09,
1870200705, 110906, 071042,  151.0,   0.05,
1870200703, 110906, 070822,  175.1,   0.02,
1870200922, 110906, 130828,    6.9,   0.07,
1870200921, 110906, 130821,    6.9,   0.08,
1870200920, 110906, 130815,    6.9,   0.07,
1870200919, 110906, 130453,   25.3,   0.07,
1870200918, 110906, 130446,   25.0,   0.07,
1870200917, 110906, 130440,   25.0,   0.07,
1870200916, 110906, 130306,   45.6,   0.07,
1870200915, 110906, 130259,   45.4,   0.07,
1870200914, 110906, 130251,   45.5,   0.08,
1870200913, 110906, 130103,   76.7,   0.09,
1870200912, 110906, 130056,   76.4,   0.09,
1870200911, 110906, 130049,   76.1,   0.07,
1870200910, 110906, 125923,  101.1,   0.22,
1870200909, 110906, 125916,  101.0,   0.21,
1870200908, 110906, 125909,  100.8,   0.21,
1870200907, 110906, 125803,  125.8,   0.19,
1870200906, 110906, 125756,  125.5,   0.18,
1870200905, 110906, 125749,  124.8,   0.19,
1870200904, 110906, 125615,  150.1,   0.06,
1870200903, 110906, 125420,  175.0,   0.02,
1880200721, 121006, 070907,    6.3,   0.12,
1880200719, 121006, 070637,   23.4,   0.11,
1880200717, 121006, 070454,   42.9,   0.11,
1880200716, 121006, 070342,   61.0,   0.11,
1880200714, 121006, 070224,   73.2,   0.11,
1880200713, 121006, 070054,   86.7,   0.12,
1880200711, 121006, 065932,   99.9,   0.21,
1880200710, 121006, 065757,  114.5,   0.21,
1880200708, 121006, 065620,  125.3,   0.20,
1880200707, 121006, 065449,  133.7,   0.15,
1880200705, 121006, 065323,  150.8,   0.08,
1880200703, 121006, 065109,  175.7,   0.04,
1880200922, 121006, 125601,    8.4,   0.10,
1880200921, 121006, 125557,    8.2,   0.10,
1880200920, 121006, 125550,    9.0,   0.10,
1880200919, 121006, 125322,   23.7,   0.10,
1880200918, 121006, 125314,   24.1,   0.10,
1880200917, 121006, 125308,   23.7,   0.09,
1880200916, 121006, 125135,   44.3,   0.10,
1880200915, 121006, 125128,   45.4,   0.10,
1880200914, 121006, 125121,   44.6,   0.12,
1880200913, 121006, 124933,   75.1,   0.13,
1880200912, 121006, 124928,   74.9,   0.12,
1880200911, 121006, 124922,   75.0,   0.13,
1880200910, 121006, 124800,  101.0,   0.20,
1880200909, 121006, 124756,  100.9,   0.19,
1880200908, 121006, 124750,  101.0,   0.21,
1880200907, 121006, 124605,  126.0,   0.10,
1880200906, 121006, 124558,  127.2,   0.10,
1880200905, 121006, 124551,  125.7,   0.10,
1880200904, 121006, 124419,  150.6,   0.11,
1880200903, 121006, 124249,  175.6,   0.02,
1890200821, 020707, 071319,    4.4,   0.09,
1890200819, 020707, 071140,   24.6,   0.10,
1890200817, 020707, 070935,   44.9,   0.09,
1890200816, 020707, 070709,   60.0,   0.09,
1890200814, 020707, 070534,   74.0,   0.11,
1890200813, 020707, 070410,   84.9,   0.11,
1890200811, 020707, 070134,   99.2,   0.11,
1890200810, 020707, 065919,  114.4,   0.22,
1890200808, 020707, 065740,  125.1,   0.17,
1890200807, 020707, 065604,  134.0,   0.15,
1890200805, 020707, 065355,  148.2,   0.06,
1890200803, 020707, 065119,  174.3,   0.02,
1890201022, 020707, 125944,    5.1,   0.09,
1890201021, 020707, 125938,    5.2,   0.10,
1890201020, 020707, 125931,    5.1,   0.10,
1890201019, 020707, 125727,   24.6,   0.09,
1890201018, 020707, 125722,   24.6,   0.09,
1890201017, 020707, 125714,   24.6,   0.10,
1890201015, 020707, 125542,   45.1,   0.09,
1890201014, 020707, 125535,   45.2,   0.10,
1890201013, 020707, 125357,   75.4,   0.20,
1890201012, 020707, 125351,   75.5,   0.18,
1890201011, 020707, 125345,   75.5,   0.20,
1890201010, 020707, 125208,  101.3,   0.14,
1890201009, 020707, 125202,  101.7,   0.13,
1890201008, 020707, 125154,  100.8,   0.14,
1890201007, 020707, 125007,  123.9,   0.04,
1890201006, 020707, 124957,  124.0,   0.04,
1890201005, 020707, 124948,  123.4,   0.03,
1890201004, 020707, 124747,  149.0,   0.01,
1890201003, 020707, 124540,  174.7,   0.01,
1900200821, 032107, 070049,    4.9,   0.08,
1900200819, 032107, 065824,   25.3,   0.09,
1900200817, 032107, 065651,   45.8,   0.09,
1900200816, 032107, 065537,   60.7,   0.09,
1900200814, 032107, 065408,   74.3,   0.10,
1900200813, 032107, 065254,   84.4,   0.10,
1900200811, 032107, 065117,  100.9,   0.15,
1900200810, 032107, 064906,  114.4,   0.34,
1900200808, 032107, 064712,  127.2,   0.31,
1900200807, 032107, 064528,  136.8,   0.23,
1900200805, 032107, 064338,  150.6,   0.12,
1900200803, 032107, 064138,  175.0,   0.08,
1900201022, 032107, 130001,    4.4,   0.09,
1900201021, 032107, 125956,    4.4,   0.08,
1900201020, 032107, 125949,    4.4,   0.08,
1900201019, 032107, 125749,   24.8,   0.09,
1900201018, 032107, 125739,   25.0,   0.09,
1900201017, 032107, 125729,   25.0,   0.06,
1900201016, 032107, 125518,   44.8,   0.09,
1900201015, 032107, 125509,   44.6,   0.09,
1900201014, 032107, 125450,   44.6,   0.08,
1900201013, 032107, 125234,   75.1,   0.12,
1900201012, 032107, 125223,   75.1,   0.12,
1900201011, 032107, 125211,   75.1,   0.12,
1900201010, 032107, 125032,   99.7,   0.30,
1900201009, 032107, 125024,   99.7,   0.32,
1900201008, 032107, 125011,   99.7,   0.31,
1900201007, 032107, 124758,  124.3,   0.12,
1900201006, 032107, 124749,  124.3,   0.12,
1900201005, 032107, 124736,  124.2,   0.12,
1900201004, 032107, 124441,  149.7,   0.04,
1900201003, 032107, 124251,  174.1,   0.01,
1910200824, 050507, 073238,    6.9,   0.09,
1910200820, 050507, 072848,   26.2,   0.09,
1910200818, 050507, 072719,   45.1,   0.11,
1910200816, 050507, 072557,   59.5,   0.11,
1910200815, 050507, 072421,   75.2,   0.15,
1910200813, 050507, 072256,   84.9,   0.18,
1910200812, 050507, 072132,   99.5,   0.25,
1910200810, 050507, 072007,  115.0,   0.32,
1910200809, 050507, 071857,  125.0,   0.32,
1910200807, 050507, 071722,  132.9,   0.28,
1910200806, 050507, 071522,  149.6,   0.10,
1910200804, 050507, 071333,  175.2,   0.08,
1910201022, 050507, 125850,    7.1,   0.10,
1910201021, 050507, 125840,    7.4,   0.09,
1910201020, 050507, 125830,    7.4,   0.10,
1910201019, 050507, 125630,   25.9,   0.10,
1910201018, 050507, 125620,   26.0,   0.10,
1910201017, 050507, 125611,   25.9,   0.10,
1910201016, 050507, 125400,   44.5,   0.12,
1910201015, 050507, 125350,   44.6,   0.12,
1910201014, 050507, 125341,   44.5,   0.13,
1910201013, 050507, 125210,   75.3,   0.14,
1910201012, 050507, 125200,   75.1,   0.14,
1910201011, 050507, 125152,   75.3,   0.15,
1910201010, 050507, 125001,  100.2,   0.20,
1910201009, 050507, 124953,  100.3,   0.21,
1910201007, 050507, 124724,  125.5,   0.33,
1910201006, 050507, 124713,  125.8,   0.26,
1910201005, 050507, 124702,  125.3,   0.26,
1910201004, 050507, 124520,  149.6,   0.14,
1910201003, 050507, 124343,  174.5,   0.06,
1930200521, 070807, 071504,    6.5,   0.07,
1930200519, 070807, 071049,   25.8,   0.07,
1930200517, 070807, 070805,   45.1,   0.06,
1930200516, 070807, 070620,   60.2,   0.09,
1930200514, 070807, 070420,   75.2,   0.14,
1930200513, 070807, 070249,   85.6,   0.19,
1930200511, 070807, 070049,  100.3,   0.20,
1930200510, 070807, 065910,  115.9,   0.33,
1930200508, 070807, 065710,  125.2,   0.26,
1930200507, 070807, 065549,  135.6,   0.13,
1930200505, 070807, 065410,  150.5,   0.06,
1930200503, 070807, 065200,  175.3,   0.03,
1930200724, 070807, 130614,    7.0,   0.07,
1930200723, 070807, 130604,    6.9,   0.07,
1930200722, 070807, 130548,    6.8,   0.08,
1930200719, 070807, 130313,   24.5,   0.07,
1930200718, 070807, 130305,   24.6,   0.07,
1930200717, 070807, 130253,   24.8,   0.07,
1930200716, 070807, 130018,   45.2,   0.08,
1930200715, 070807, 130008,   45.2,   0.08,
1930200714, 070807, 125957,   45.3,   0.08,
1930200713, 070807, 125708,   75.9,   0.16,
1930200712, 070807, 125700,   75.8,   0.16,
1930200711, 070807, 125648,   75.9,   0.16,
1930200710, 070807, 125448,  100.0,   0.24,
1930200709, 070807, 125438,   99.8,   0.26,
1930200708, 070807, 125428,   99.8,   0.24,
1930200707, 070807, 125228,  124.9,   0.23,
1930200706, 070807, 125218,  124.8,   0.23,
1930200705, 070807, 125208,  124.8,   0.23,
1930200704, 070807, 124958,  149.7,   0.09,
1930200703, 070807, 124757,  175.0,   0.05,
1940200722, 080407, 071915,    8.2,   0.07,
1940200720, 080407, 071533,   25.4,   0.08,
1940200717, 080407, 071235,   44.7,   0.08,
1940200716, 080407, 071109,   59.7,   0.09,
1940200714, 080407, 070928,   75.5,   0.13,
1940200713, 080407, 070755,   84.6,   0.19,
1940200711, 080407, 070615,  101.1,   0.31,
1940200710, 080407, 070440,  114.2,   0.21,
1940200708, 080407, 070311,  125.7,   0.22,
1940200707, 080407, 070150,  135.2,   0.17,
1940200705, 080407, 070006,  149.8,   0.12,
1940200703, 080407, 065811,  175.3,   0.06,
